idno,cntry,trust_parliament,trust_legal,trust_police,trust_politicians,trust_parties,pro_immigration,religiosity,life_satisfaction,satis_economy,satis_government,left_right,gender,age_group,education
73601,PT,medium,low,high,low,medium,high,high,high,medium,medium,centre,male,45-59,medium
56671,PT,high,high,high,medium,medium,medium,medium,high,medium,medium,centre,female,30-44,medium
68346,PT,medium,medium,medium,low,low,medium,medium,high,low,medium,right,female,45-59,low
59210,PT,high,medium,high,medium,high,high,low,high,medium,high,left,female,60+,high
51976,PT,low,low,high,low,low,medium,low,medium,low,medium,centre,male,45-59,low
62996,PT,high,high,high,high,high,medium,medium,high,high,high,centre,male,30-44,high
53927,PT,medium,low,high,low,low,medium,medium,medium,low,low,centre,male,60+,low
76284,PT,high,medium,high,medium,medium,high,medium,high,medium,medium,centre,female,60+,low
20582,SI,low,low,medium,low,low,medium,medium,medium,medium,low,centre,female,45-59,low
12588,SI,low,medium,high,low,low,medium,high,high,high,low,left,female,30-44,high
19546,SI,low,low,high,low,low,medium,medium,medium,medium,medium,centre,male,60+,low
21769,SI,medium,low,medium,medium,medium,medium,medium,medium,medium,high,right,female,60+,low
21492,SI,low,low,high,low,low,medium,high,high,medium,medium,centre,male,45-59,medium
10314,SI,low,high,medium,low,low,medium,high,high,medium,medium,centre,female,18-29,medium
22458,SI,low,medium,high,low,low,medium,low,medium,low,low,centre,female,30-44,high
22295,SI,low,low,low,low,low,medium,low,high,high,low,left,male,60+,medium
25721,SI,medium,high,high,medium,low,medium,high,high,low,medium,centre,female,30-44,medium
22118,SI,medium,medium,medium,medium,medium,medium,low,high,high,medium,centre,male,18-29,medium
22250,SI,medium,low,high,low,low,medium,medium,high,medium,high,centre,female,60+,medium
13123,SI,high,medium,high,low,low,high,low,high,low,medium,left,female,30-44,high
10884,SI,medium,medium,medium,low,low,high,high,high,medium,low,left,female,18-29,high
26213,SI,medium,low,medium,low,low,medium,low,high,medium,low,right,female,60+,medium
13252,SI,high,medium,high,low,low,medium,medium,medium,medium,high,centre,male,60+,low
13352,SI,low,low,medium,low,low,medium,low,high,medium,low,centre,male,60+,low
20583,SI,low,low,low,low,low,medium,low,low,medium,low,left,female,60+,high
26920,SI,medium,high,high,medium,low,low,high,high,medium,low,right,male,45-59,low
21471,SI,high,high,high,medium,medium,medium,low,high,high,low,centre,male,30-44,high
20086,SI,medium,medium,medium,medium,medium,medium,medium,medium,medium,high,right,male,45-59,medium
27273,SI,low,low,low,low,low,low,high,low,low,low,left,female,45-59,low
23681,SI,low,low,medium,low,low,medium,low,high,low,low,left,male,45-59,medium
25070,SI,low,low,low,low,low,low,low,medium,low,low,centre,male,30-44,medium
27155,SI,high,low,medium,medium,medium,medium,low,high,medium,low,centre,female,60+,high
18739,SI,high,high,high,medium,medium,low,medium,high,medium,medium,right,male,18-29,medium
19314,SI,low,low,medium,low,low,medium,low,high,low,low,centre,male,30-44,medium
18219,SI,medium,medium,medium,low,low,low,high,medium,low,medium,centre,female,60+,medium
20336,SI,low,medium,medium,low,low,medium,low,high,medium,low,centre,female,18-29,medium
24791,SI,low,medium,high,medium,low,medium,low,high,high,medium,centre,male,18-29,low
24983,SI,low,low,medium,low,low,medium,medium,high,medium,low,left,female,60+,medium
12462,SI,medium,high,high,medium,low,medium,low,high,high,medium,right,male,30-44,high
26146,SI,medium,medium,high,medium,medium,low,medium,high,medium,medium,centre,male,30-44,medium
24343,SI,medium,medium,medium,medium,medium,low,low,high,medium,low,centre,male,30-44,medium
22591,SI,medium,high,medium,medium,medium,high,low,high,medium,medium,centre,female,18-29,low
12863,SI,medium,medium,medium,low,low,low,high,high,medium,medium,right,female,45-59,high
15129,SI,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,centre,female,60+,low
12693,SI,low,low,medium,low,low,high,low,high,low,low,centre,female,30-44,high
27530,SI,medium,low,medium,low,low,low,medium,medium,medium,medium,centre,male,60+,medium
11588,SI,low,low,low,low,low,medium,medium,high,low,low,left,male,60+,medium
25519,SI,low,low,medium,low,low,medium,medium,medium,medium,low,centre,female,18-29,medium
23903,SI,medium,low,medium,low,low,medium,medium,high,medium,medium,centre,male,60+,low
14425,SI,low,low,medium,low,low,medium,low,high,medium,low,left,female,30-44,medium
13272,SI,low,medium,medium,medium,medium,medium,medium,medium,medium,high,centre,female,60+,low
13079,SI,high,high,high,medium,medium,high,low,high,high,low,left,female,30-44,high
18508,SI,medium,medium,high,medium,medium,medium,low,high,medium,medium,centre,female,18-29,low
15626,SI,low,medium,low,low,low,medium,medium,medium,low,low,centre,female,60+,medium
10334,SI,low,medium,high,low,low,medium,low,high,medium,medium,centre,female,30-44,medium
10329,SI,medium,medium,high,low,low,medium,high,high,medium,medium,right,female,60+,medium
25825,SI,medium,high,high,low,low,medium,low,high,high,high,right,male,30-44,medium
14234,SI,low,high,high,low,low,high,high,high,medium,low,centre,male,30-44,high
16241,SI,low,low,medium,low,low,medium,low,medium,medium,low,centre,male,18-29,medium
10508,SI,medium,high,high,low,low,medium,low,high,medium,low,left,female,18-29,medium
10090,SI,medium,high,high,low,low,low,low,medium,low,low,centre,male,30-44,medium
16750,SI,medium,high,high,medium,medium,high,high,high,high,medium,right,male,18-29,high
18900,SI,low,medium,high,medium,medium,medium,high,high,medium,medium,right,female,45-59,high
19276,SI,high,high,high,medium,medium,medium,high,high,medium,high,right,male,45-59,medium
24065,SI,high,high,high,low,low,medium,low,high,medium,low,left,male,60+,high
21984,SI,low,low,medium,low,low,medium,high,high,medium,medium,right,male,60+,low
24580,SI,high,high,medium,medium,medium,medium,low,high,low,low,centre,female,60+,medium
17872,SI,medium,medium,high,low,medium,high,medium,high,high,medium,centre,male,18-29,medium
12026,SI,medium,low,high,medium,medium,low,high,high,low,low,centre,female,30-44,medium
14940,SI,low,low,medium,low,low,medium,high,high,high,high,right,female,60+,medium
19166,SI,medium,medium,high,low,low,medium,low,high,high,low,centre,female,18-29,high
25265,SI,low,low,medium,low,low,low,medium,low,low,medium,right,male,60+,low
15702,SI,medium,medium,high,medium,medium,medium,high,medium,medium,medium,right,female,60+,medium
11637,SI,medium,medium,medium,low,medium,low,medium,high,low,low,left,female,60+,high
19662,SI,medium,low,medium,medium,medium,medium,high,medium,medium,high,right,male,60+,medium
19019,SI,medium,medium,high,medium,medium,medium,medium,high,medium,medium,centre,male,18-29,medium
25861,SI,low,low,high,medium,medium,high,low,high,medium,low,left,male,60+,medium
21046,SI,low,medium,high,low,low,medium,high,high,medium,high,right,female,30-44,medium
22741,SI,low,low,high,low,low,high,low,high,medium,low,left,male,45-59,medium
20535,SI,low,low,low,low,low,medium,low,medium,low,low,left,male,60+,high
22539,SI,low,low,low,low,low,medium,high,high,high,low,left,male,45-59,high
21861,SI,medium,medium,low,low,low,medium,low,high,medium,low,left,male,18-29,high
25606,SI,low,medium,high,low,low,low,low,high,medium,low,centre,male,45-59,high
27235,SI,medium,medium,high,medium,low,low,medium,high,medium,high,right,male,45-59,medium
26778,SI,high,high,high,high,high,low,high,high,high,high,centre,female,45-59,low
12939,SI,low,low,low,low,low,low,low,high,low,low,centre,male,30-44,low
22173,SI,low,low,low,low,low,low,high,medium,medium,low,centre,female,30-44,medium
26330,SI,medium,medium,high,medium,medium,medium,high,high,high,medium,centre,female,18-29,medium
27569,SI,low,low,low,low,low,medium,low,low,low,low,centre,male,45-59,medium
19219,SI,low,high,high,low,medium,medium,medium,high,low,low,centre,male,30-44,medium
19139,SI,low,low,high,low,low,low,high,high,high,low,centre,female,60+,low
19437,SI,low,medium,high,low,low,low,medium,high,low,low,centre,male,45-59,medium
21417,SI,medium,high,high,medium,medium,medium,medium,high,medium,low,left,female,18-29,medium
27669,SI,low,low,medium,low,low,low,high,high,low,medium,right,male,60+,medium
23938,SI,low,low,low,low,low,low,high,high,high,medium,centre,female,30-44,high
18901,SI,high,high,high,high,high,high,low,high,high,high,centre,female,18-29,low
26812,SI,medium,high,high,low,low,medium,medium,high,medium,low,centre,male,18-29,high
21125,SI,medium,medium,medium,medium,medium,low,high,high,high,high,right,female,30-44,high
26071,SI,low,medium,medium,low,low,high,high,medium,medium,medium,centre,female,18-29,low
25024,SI,low,low,medium,low,low,low,low,medium,medium,low,left,male,45-59,medium
23188,SI,medium,low,high,medium,medium,high,high,high,high,low,right,male,60+,medium
18036,SI,medium,medium,high,low,low,medium,low,high,medium,low,centre,female,45-59,high
18278,SI,medium,medium,high,low,low,low,medium,medium,low,medium,centre,female,45-59,high
25841,SI,low,medium,medium,medium,low,medium,low,medium,low,low,centre,male,60+,medium
11026,SI,high,high,high,low,low,medium,low,medium,medium,low,left,male,18-29,high
25849,SI,high,low,medium,high,high,high,high,high,low,high,right,female,60+,medium
10223,SI,medium,high,high,medium,medium,high,high,medium,medium,medium,left,male,45-59,medium
12151,SK,medium,medium,medium,low,low,low,medium,low,low,low,left,male,60+,medium
19371,SK,low,low,medium,medium,medium,medium,high,high,low,low,left,female,60+,medium
15980,SK,low,low,medium,low,low,medium,medium,medium,medium,medium,centre,female,45-59,high
20868,SK,high,high,medium,high,high,high,low,medium,high,high,right,male,60+,high
17409,SK,low,low,medium,low,low,medium,low,medium,low,low,centre,male,45-59,medium
26025,SK,low,low,low,low,low,medium,medium,high,medium,low,centre,male,60+,medium
16843,SK,medium,low,medium,medium,medium,medium,medium,high,medium,medium,right,male,30-44,medium
13471,SK,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,centre,male,30-44,medium
20011,SK,low,low,medium,low,low,medium,low,high,medium,medium,left,female,60+,low
16434,SK,medium,medium,medium,medium,medium,medium,high,medium,medium,medium,centre,male,18-29,medium
22602,SK,low,low,low,low,low,low,high,medium,high,low,right,male,30-44,low
20747,SK,medium,low,medium,low,medium,low,medium,high,low,medium,centre,male,45-59,high
16010,SK,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,centre,male,30-44,high
18787,SK,high,medium,medium,high,high,medium,medium,high,medium,medium,right,male,30-44,high
25086,SK,medium,medium,medium,low,medium,medium,low,medium,low,low,right,male,45-59,high
13664,SK,low,medium,low,low,low,high,medium,low,medium,low,left,female,60+,high
24230,SK,low,low,medium,low,low,medium,high,high,medium,low,centre,male,45-59,high
24787,SK,high,high,high,high,high,high,high,medium,high,high,right,male,45-59,medium
25028,SK,medium,high,high,medium,medium,medium,low,high,medium,high,right,male,30-44,medium
12167,SK,low,low,low,low,low,medium,low,medium,medium,low,centre,female,60+,low
15597,SK,low,medium,medium,low,low,medium,medium,high,low,low,right,male,30-44,medium
23929,SK,high,high,high,high,high,medium,high,high,high,medium,centre,female,60+,medium
23678,SK,low,low,low,low,low,low,high,low,low,low,left,female,60+,medium
21177,SK,high,low,high,medium,medium,medium,low,high,low,low,left,female,NA,medium
24263,SK,low,medium,high,low,medium,low,medium,medium,medium,low,left,male,60+,high
17332,SK,low,low,high,medium,high,low,high,low,medium,low,left,male,NA,low
15918,SK,medium,high,medium,low,medium,medium,high,medium,medium,low,centre,female,45-59,medium
22919,SK,high,high,high,high,high,low,high,high,medium,medium,left,female,60+,medium
13148,SK,medium,medium,medium,low,low,medium,low,high,low,low,centre,male,45-59,medium
18284,SK,low,medium,high,medium,medium,medium,low,high,high,high,right,female,30-44,high
18414,SK,high,high,high,medium,high,high,high,high,medium,medium,left,female,60+,high
24760,SK,high,high,high,high,high,medium,high,high,medium,medium,right,male,45-59,high
21900,SK,high,high,high,high,high,high,high,high,high,high,centre,male,30-44,medium
19946,SK,low,low,low,low,low,low,low,high,low,low,centre,female,30-44,medium
22199,SK,low,low,high,medium,low,medium,medium,medium,low,medium,centre,female,60+,medium
15913,SK,medium,high,high,high,medium,low,medium,high,high,high,right,male,30-44,medium
23120,SK,medium,medium,low,medium,medium,low,low,medium,low,low,right,male,30-44,medium
20912,SK,high,high,high,high,high,high,low,high,high,high,right,female,30-44,medium
12686,SK,medium,medium,medium,low,low,low,low,low,medium,medium,centre,female,60+,high
17475,SK,medium,high,medium,medium,medium,low,medium,high,medium,low,centre,female,18-29,medium
11828,SK,medium,low,medium,medium,medium,medium,high,medium,high,low,left,male,60+,medium
21414,SK,low,low,medium,low,low,high,high,high,medium,low,centre,male,18-29,medium
22915,SK,low,low,low,low,low,low,high,medium,low,low,left,female,60+,medium
17208,SK,low,low,low,low,low,medium,low,high,medium,low,left,male,60+,medium
12108,SK,high,high,high,high,high,medium,high,high,high,high,centre,female,45-59,medium
13873,SK,medium,low,medium,low,medium,medium,high,high,low,low,centre,female,45-59,medium
10525,SK,low,medium,low,medium,low,medium,medium,low,medium,medium,centre,male,45-59,medium
23449,SK,medium,low,medium,low,low,medium,low,high,medium,medium,right,male,30-44,high
11967,SK,medium,high,high,medium,high,high,high,medium,medium,medium,centre,female,45-59,medium
14275,SK,high,medium,medium,low,low,high,low,high,medium,low,centre,female,60+,medium
19352,SK,low,low,low,low,low,low,high,medium,medium,low,left,male,60+,medium
19264,SK,medium,medium,high,medium,medium,low,high,medium,low,low,centre,male,30-44,high
17264,SK,medium,low,medium,medium,medium,low,high,medium,low,low,left,female,60+,medium
10373,SK,medium,low,medium,low,low,low,high,high,medium,low,right,male,30-44,medium
12281,SK,low,low,low,medium,low,low,medium,low,low,medium,centre,male,60+,high
20623,SK,low,low,low,low,low,low,high,low,low,low,left,male,30-44,medium
27577,SK,low,medium,medium,low,low,medium,high,medium,low,low,centre,male,60+,medium
22161,SK,low,low,low,low,low,low,high,high,high,high,right,male,60+,medium
19958,SK,low,low,low,low,low,low,high,medium,low,low,centre,female,45-59,medium
16867,SK,low,medium,medium,low,medium,low,high,high,low,low,left,female,60+,medium
22787,SK,low,low,medium,low,low,medium,medium,medium,low,medium,centre,female,60+,medium
17134,SK,low,low,low,low,low,low,high,high,low,low,centre,male,45-59,high
16732,SK,low,medium,low,low,low,medium,medium,medium,low,low,centre,male,60+,medium
20185,SK,low,low,low,low,low,low,high,low,low,medium,centre,male,45-59,high
26338,SK,low,low,low,low,low,high,high,low,low,low,centre,male,45-59,medium
10142,SK,medium,medium,medium,low,low,high,high,high,high,high,right,male,45-59,high
